date,cash_rate,scrape_date
2022-10-01,2.5250000000000057,2022-10-25
2022-11-01,2.819999999999993,2022-10-25
2022-12-01,3.0150000000000006,2022-10-25
2023-01-01,3.0649999999999977,2022-10-25
2023-02-01,3.2349999999999994,2022-10-25
2023-03-01,3.450000000000003,2022-10-25
2023-04-01,3.6899999999999977,2022-10-25
2023-05-01,3.9000000000000057,2022-10-25
2023-06-01,4.010000000000005,2022-10-25
2023-07-01,4.105000000000004,2022-10-25
2023-08-01,4.159999999999997,2022-10-25
2023-09-01,4.189999999999998,2022-10-25
2023-10-01,4.215000000000003,2022-10-25
2023-11-01,4.215000000000003,2022-10-25
2023-12-01,4.194999999999993,2022-10-25
2024-01-01,4.189999999999998,2022-10-25
2024-02-01,4.174999999999997,2022-10-25
2024-03-01,4.144999999999996,2022-10-25
