date,cash_rate,scrape_date
2022-06-01,0.6949999999999932,2022-06-14
2022-07-01,1.2750000000000057,2022-06-14
2022-08-01,1.8599999999999994,2022-06-14
2022-09-01,2.2549999999999955,2022-06-14
2022-10-01,2.7750000000000057,2022-06-14
2022-11-01,3.299999999999997,2022-06-14
2022-12-01,3.569999999999993,2022-06-14
2023-01-01,3.6400000000000006,2022-06-14
2023-02-01,3.855000000000004,2022-06-14
2023-03-01,4.0049999999999955,2022-06-14
2023-04-01,4.125,2022-06-14
2023-05-01,4.180000000000007,2022-06-14
2023-06-01,4.189999999999998,2022-06-14
2023-07-01,4.189999999999998,2022-06-14
2023-08-01,4.185000000000002,2022-06-14
2023-09-01,4.185000000000002,2022-06-14
2023-10-01,4.185000000000002,2022-06-14
2023-11-01,4.144999999999996,2022-06-14
