date,cash_rate,scrape_date
2023-01-01,3.0649999999999977,2023-01-24
2023-02-01,3.200000000000003,2023-01-24
2023-03-01,3.319999999999993,2023-01-24
2023-04-01,3.3900000000000006,2023-01-24
2023-05-01,3.469999999999999,2023-01-24
2023-06-01,3.5,2023-01-24
2023-07-01,3.5349999999999966,2023-01-24
2023-08-01,3.569999999999993,2023-01-24
2023-09-01,3.569999999999993,2023-01-24
2023-10-01,3.569999999999993,2023-01-24
2023-11-01,3.549999999999997,2023-01-24
2023-12-01,3.5049999999999955,2023-01-24
2024-01-01,3.4950000000000045,2023-01-24
2024-02-01,3.469999999999999,2023-01-24
2024-03-01,3.430000000000007,2023-01-24
2024-04-01,3.3799999999999955,2023-01-24
2024-05-01,3.344999999999999,2023-01-24
2024-06-01,3.299999999999997,2023-01-24
