date,cash_rate,scrape_date
2022-08-01,1.7750000000000057,2022-08-11
2022-09-01,2.155000000000001,2022-08-11
2022-10-01,2.5400000000000063,2022-08-11
2022-11-01,2.9749999999999943,2022-08-11
2022-12-01,3.260000000000005,2022-08-11
2023-01-01,3.325000000000003,2022-08-11
2023-02-01,3.510000000000005,2022-08-11
2023-03-01,3.5900000000000034,2022-08-11
2023-04-01,3.575000000000003,2022-08-11
2023-05-01,3.575000000000003,2022-08-11
2023-06-01,3.575000000000003,2022-08-11
2023-07-01,3.575000000000003,2022-08-11
2023-08-01,3.575000000000003,2022-08-11
2023-09-01,3.5450000000000017,2022-08-11
2023-10-01,3.5,2022-08-11
2023-11-01,3.4650000000000034,2022-08-11
2023-12-01,3.4150000000000063,2022-08-11
2024-01-01,3.4099999999999966,2022-08-11
