date,cash_rate,scrape_date
2023-04-01,3.5649999999999977,2023-04-05
2023-05-01,3.614999999999995,2023-04-05
2023-06-01,3.625,2023-04-05
2023-07-01,3.6200000000000045,2023-04-05
2023-08-01,3.5849999999999937,2023-04-05
2023-09-01,3.5400000000000063,2023-04-05
2023-10-01,3.4849999999999994,2023-04-05
2023-11-01,3.4399999999999977,2023-04-05
2023-12-01,3.375,2023-04-05
2024-01-01,3.364999999999995,2023-04-05
2024-02-01,3.3299999999999983,2023-04-05
2024-03-01,3.269999999999996,2023-04-05
2024-04-01,3.2450000000000045,2023-04-05
2024-05-01,3.2099999999999937,2023-04-05
2024-06-01,3.1650000000000063,2023-04-05
2024-07-01,3.1200000000000045,2023-04-05
2024-08-01,3.0900000000000034,2023-04-05
2024-09-01,3.049999999999997,2023-04-05
