date,cash_rate,scrape_date
2023-02-01,3.2549999999999955,2023-02-10
2023-03-01,3.4950000000000045,2023-02-10
2023-04-01,3.7150000000000034,2023-02-10
2023-05-01,3.905000000000001,2023-02-10
2023-06-01,4,2023-02-10
2023-07-01,4.090000000000003,2023-02-10
2023-08-01,4.135000000000005,2023-02-10
2023-09-01,4.109999999999999,2023-02-10
2023-10-01,4.079999999999998,2023-02-10
2023-11-01,4.060000000000002,2023-02-10
2023-12-01,4.010000000000005,2023-02-10
2024-01-01,4,2023-02-10
2024-02-01,3.9650000000000034,2023-02-10
2024-03-01,3.9150000000000063,2023-02-10
2024-04-01,3.8599999999999994,2023-02-10
2024-05-01,3.819999999999993,2023-02-10
2024-06-01,3.7650000000000006,2023-02-10
2024-07-01,3.7099999999999937,2023-02-10
