date,cash_rate,scrape_date
2023-04-01,3.5649999999999977,2023-04-14
2023-05-01,3.6200000000000045,2023-04-14
2023-06-01,3.644999999999996,2023-04-14
2023-07-01,3.6500000000000057,2023-04-14
2023-08-01,3.655000000000001,2023-04-14
2023-09-01,3.6400000000000006,2023-04-14
2023-10-01,3.605000000000004,2023-04-14
2023-11-01,3.5649999999999977,2023-04-14
2023-12-01,3.5049999999999955,2023-04-14
2024-01-01,3.5,2023-04-14
2024-02-01,3.4650000000000034,2023-04-14
2024-03-01,3.4099999999999966,2023-04-14
2024-04-01,3.3599999999999994,2023-04-14
2024-05-01,3.319999999999993,2023-04-14
2024-06-01,3.2750000000000057,2023-04-14
2024-07-01,3.2249999999999943,2023-04-14
2024-08-01,3.1899999999999977,2023-04-14
2024-09-01,3.155000000000001,2023-04-14
