date,cash_rate,scrape_date
2022-11-01,2.799999999999997,2022-11-18
2022-12-01,2.980000000000004,2022-11-18
2023-01-01,3.0250000000000057,2022-11-18
2023-02-01,3.194999999999993,2022-11-18
2023-03-01,3.355000000000004,2022-11-18
2023-04-01,3.469999999999999,2022-11-18
2023-05-01,3.5799999999999983,2022-11-18
2023-06-01,3.644999999999996,2022-11-18
2023-07-01,3.7150000000000034,2022-11-18
2023-08-01,3.760000000000005,2022-11-18
2023-09-01,3.799999999999997,2022-11-18
2023-10-01,3.8100000000000023,2022-11-18
2023-11-01,3.805000000000007,2022-11-18
2023-12-01,3.7950000000000017,2022-11-18
2024-01-01,3.7900000000000063,2022-11-18
2024-02-01,3.7849999999999966,2022-11-18
2024-03-01,3.75,2022-11-18
2024-04-01,3.7150000000000034,2022-11-18
