date,cash_rate,scrape_date
2022-09-01,2.180000000000007,2022-09-02
2022-10-01,2.5799999999999983,2022-09-02
2022-11-01,2.969999999999999,2022-09-02
2022-12-01,3.200000000000003,2022-09-02
2023-01-01,3.269999999999996,2022-09-02
2023-02-01,3.4549999999999983,2022-09-02
2023-03-01,3.6200000000000045,2022-09-02
2023-04-01,3.730000000000004,2022-09-02
2023-05-01,3.7950000000000017,2022-09-02
2023-06-01,3.8349999999999937,2022-09-02
2023-07-01,3.8700000000000045,2022-09-02
2023-08-01,3.8700000000000045,2022-09-02
2023-09-01,3.8400000000000034,2022-09-02
2023-10-01,3.7950000000000017,2022-09-02
2023-11-01,3.760000000000005,2022-09-02
2023-12-01,3.7150000000000034,2022-09-02
2024-01-01,3.7049999999999983,2022-09-02
2024-02-01,3.680000000000007,2022-09-02
