date,cash_rate,scrape_date
2022-12-01,3.0130000000000052,2023-01-03
2023-01-01,3.055000000000007,2023-01-03
2023-02-01,3.1850000000000023,2023-01-03
2023-03-01,3.3349999999999937,2023-01-03
2023-04-01,3.4549999999999983,2023-01-03
2023-05-01,3.5849999999999937,2023-01-03
2023-06-01,3.6899999999999977,2023-01-03
2023-07-01,3.8149999999999977,2023-01-03
2023-08-01,3.9000000000000057,2023-01-03
2023-09-01,3.9650000000000034,2023-01-03
2023-10-01,3.9749999999999943,2023-01-03
2023-11-01,3.9749999999999943,2023-01-03
2023-12-01,3.980000000000004,2023-01-03
2024-01-01,3.980000000000004,2023-01-03
2024-02-01,3.969999999999999,2023-01-03
2024-03-01,3.930000000000007,2023-01-03
2024-04-01,3.9000000000000057,2023-01-03
2024-05-01,3.8700000000000045,2023-01-03
2024-06-01,3.8349999999999937,2023-01-03
