date,cash_rate,scrape_date
2023-02-01,3.2549999999999955,2023-02-13
2023-03-01,3.4950000000000045,2023-02-13
2023-04-01,3.719999999999999,2023-02-13
2023-05-01,3.9350000000000023,2023-02-13
2023-06-01,4.030000000000001,2023-02-13
2023-07-01,4.105000000000004,2023-02-13
2023-08-01,4.135000000000005,2023-02-13
2023-09-01,4.1299999999999955,2023-02-13
2023-10-01,4.1299999999999955,2023-02-13
2023-11-01,4.105000000000004,2023-02-13
2023-12-01,4.075000000000003,2023-02-13
2024-01-01,4.064999999999998,2023-02-13
2024-02-01,4.040000000000006,2023-02-13
2024-03-01,3.989999999999995,2023-02-13
2024-04-01,3.9350000000000023,2023-02-13
2024-05-01,3.894999999999996,2023-02-13
2024-06-01,3.8400000000000034,2023-02-13
2024-07-01,3.7849999999999966,2023-02-13
