date,cash_rate,scrape_date
2023-03-01,3.510000000000005,2023-03-07
2023-04-01,3.6850000000000023,2023-03-07
2023-05-01,3.8149999999999977,2023-03-07
2023-06-01,3.9000000000000057,2023-03-07
2023-07-01,3.9650000000000034,2023-03-07
2023-08-01,3.9749999999999943,2023-03-07
2023-09-01,4.0049999999999955,2023-03-07
2023-10-01,4.010000000000005,2023-03-07
2023-11-01,4.010000000000005,2023-03-07
2023-12-01,3.9549999999999983,2023-03-07
2024-01-01,3.9549999999999983,2023-03-07
2024-02-01,3.930000000000007,2023-03-07
2024-03-01,3.905000000000001,2023-03-07
2024-04-01,3.855000000000004,2023-03-07
2024-05-01,3.8149999999999977,2023-03-07
2024-06-01,3.7650000000000006,2023-03-07
2024-07-01,3.7099999999999937,2023-03-07
2024-08-01,3.6650000000000063,2023-03-07
