date,cash_rate,scrape_date
2022-06-01,0.6949999999999932,2022-06-23
2022-07-01,1.2000000000000028,2022-06-23
2022-08-01,1.6949999999999932,2022-06-23
2022-09-01,2.0450000000000017,2022-06-23
2022-10-01,2.450000000000003,2022-06-23
2022-11-01,2.9000000000000057,2022-06-23
2022-12-01,3.239999999999995,2022-06-23
2023-01-01,3.3149999999999977,2022-06-23
2023-02-01,3.605000000000004,2022-06-23
2023-03-01,3.7900000000000063,2022-06-23
2023-04-01,3.8299999999999983,2022-06-23
2023-05-01,3.8599999999999994,2022-06-23
2023-06-01,3.894999999999996,2022-06-23
2023-07-01,3.9350000000000023,2022-06-23
2023-08-01,3.9399999999999977,2022-06-23
2023-09-01,3.9399999999999977,2022-06-23
2023-10-01,3.9200000000000017,2022-06-23
2023-11-01,3.894999999999996,2022-06-23
