date,cash_rate,scrape_date
2022-09-01,2.2049999999999983,2022-09-20
2022-10-01,2.674999999999997,2022-09-20
2022-11-01,3.049999999999997,2022-09-20
2022-12-01,3.269999999999996,2022-09-20
2023-01-01,3.3299999999999983,2022-09-20
2023-02-01,3.480000000000004,2022-09-20
2023-03-01,3.6599999999999966,2022-09-20
2023-04-01,3.799999999999997,2022-09-20
2023-05-01,3.8599999999999994,2022-09-20
2023-06-01,3.864999999999995,2022-09-20
2023-07-01,3.8499999999999943,2022-09-20
2023-08-01,3.8349999999999937,2022-09-20
2023-09-01,3.819999999999993,2022-09-20
2023-10-01,3.799999999999997,2022-09-20
2023-11-01,3.780000000000001,2022-09-20
2023-12-01,3.739999999999995,2022-09-20
2024-01-01,3.730000000000004,2022-09-20
2024-02-01,3.7099999999999937,2022-09-20
