date,cash_rate,scrape_date
2022-12-01,3.0049999999999955,2022-12-13
2023-01-01,3.055000000000007,2022-12-13
2023-02-01,3.180000000000007,2022-12-13
2023-03-01,3.2950000000000017,2022-12-13
2023-04-01,3.375,2022-12-13
2023-05-01,3.4599999999999937,2022-12-13
2023-06-01,3.530000000000001,2022-12-13
2023-07-01,3.594999999999999,2022-12-13
2023-08-01,3.6500000000000057,2022-12-13
2023-09-01,3.644999999999996,2022-12-13
2023-10-01,3.644999999999996,2022-12-13
2023-11-01,3.6400000000000006,2022-12-13
2023-12-01,3.6099999999999994,2022-12-13
2024-01-01,3.605000000000004,2022-12-13
2024-02-01,3.5900000000000034,2022-12-13
2024-03-01,3.5600000000000023,2022-12-13
2024-04-01,3.530000000000001,2022-12-13
2024-05-01,3.510000000000005,2022-12-13
