date,cash_rate,scrape_date
2022-08-01,1.7750000000000057,2022-08-23
2022-09-01,2.1850000000000023,2022-08-23
2022-10-01,2.5600000000000023,2022-08-23
2022-11-01,2.9350000000000023,2022-08-23
2022-12-01,3.2099999999999937,2022-08-23
2023-01-01,3.2849999999999966,2022-08-23
2023-02-01,3.5,2022-08-23
2023-03-01,3.6700000000000017,2022-08-23
2023-04-01,3.7450000000000045,2022-08-23
2023-05-01,3.799999999999997,2022-08-23
2023-06-01,3.8299999999999983,2022-08-23
2023-07-01,3.844999999999999,2022-08-23
2023-08-01,3.844999999999999,2022-08-23
2023-09-01,3.844999999999999,2022-08-23
2023-10-01,3.8149999999999977,2022-08-23
2023-11-01,3.780000000000001,2022-08-23
2023-12-01,3.7349999999999994,2022-08-23
2024-01-01,3.730000000000004,2022-08-23
