date,cash_rate,scrape_date
2023-01-01,3.0649999999999977,2023-01-30
2023-02-01,3.2450000000000045,2023-01-30
2023-03-01,3.4350000000000023,2023-01-30
2023-04-01,3.569999999999993,2023-01-30
2023-05-01,3.6700000000000017,2023-01-30
2023-06-01,3.7249999999999943,2023-01-30
2023-07-01,3.760000000000005,2023-01-30
2023-08-01,3.7750000000000057,2023-01-30
2023-09-01,3.7750000000000057,2023-01-30
2023-10-01,3.7650000000000006,2023-01-30
2023-11-01,3.739999999999995,2023-01-30
2023-12-01,3.700000000000003,2023-01-30
2024-01-01,3.6899999999999977,2023-01-30
2024-02-01,3.6650000000000063,2023-01-30
2024-03-01,3.625,2023-01-30
2024-04-01,3.575000000000003,2023-01-30
2024-05-01,3.5349999999999966,2023-01-30
2024-06-01,3.4849999999999994,2023-01-30
