date,cash_rate,scrape_date
2022-11-01,2.799999999999997,2022-11-16
2022-12-01,2.969999999999999,2022-11-16
2023-01-01,3.010000000000005,2022-11-16
2023-02-01,3.1850000000000023,2022-11-16
2023-03-01,3.3499999999999943,2022-11-16
2023-04-01,3.480000000000004,2022-11-16
2023-05-01,3.6200000000000045,2022-11-16
2023-06-01,3.6850000000000023,2022-11-16
2023-07-01,3.7450000000000045,2022-11-16
2023-08-01,3.7900000000000063,2022-11-16
2023-09-01,3.825000000000003,2022-11-16
2023-10-01,3.855000000000004,2022-11-16
2023-11-01,3.8599999999999994,2022-11-16
2023-12-01,3.844999999999999,2022-11-16
2024-01-01,3.8400000000000034,2022-11-16
2024-02-01,3.8349999999999937,2022-11-16
2024-03-01,3.8149999999999977,2022-11-16
2024-04-01,3.7849999999999966,2022-11-16
