date,cash_rate,scrape_date
2023-03-01,3.5,2023-03-14
2023-04-01,3.5600000000000023,2023-03-14
2023-05-01,3.5600000000000023,2023-03-14
2023-06-01,3.5799999999999983,2023-03-14
2023-07-01,3.549999999999997,2023-03-14
2023-08-01,3.5049999999999955,2023-03-14
2023-09-01,3.4950000000000045,2023-03-14
2023-10-01,3.4950000000000045,2023-03-14
2023-11-01,3.4849999999999994,2023-03-14
2023-12-01,3.4399999999999977,2023-03-14
2024-01-01,3.4350000000000023,2023-03-14
2024-02-01,3.4099999999999966,2023-03-14
2024-03-01,3.3900000000000006,2023-03-14
2024-04-01,3.3900000000000006,2023-03-14
2024-05-01,3.364999999999995,2023-03-14
2024-06-01,3.3599999999999994,2023-03-14
2024-07-01,3.3599999999999994,2023-03-14
2024-08-01,3.3499999999999943,2023-03-14
