date,cash_rate,scrape_date
2023-01-01,3.0649999999999977,2023-01-26
2023-02-01,3.2450000000000045,2023-01-26
2023-03-01,3.4200000000000017,2023-01-26
2023-04-01,3.5250000000000057,2023-01-26
2023-05-01,3.614999999999995,2023-01-26
2023-06-01,3.6700000000000017,2023-01-26
2023-07-01,3.7150000000000034,2023-01-26
2023-08-01,3.730000000000004,2023-01-26
2023-09-01,3.730000000000004,2023-01-26
2023-10-01,3.730000000000004,2023-01-26
2023-11-01,3.7099999999999937,2023-01-26
2023-12-01,3.6650000000000063,2023-01-26
2024-01-01,3.655000000000001,2023-01-26
2024-02-01,3.625,2023-01-26
2024-03-01,3.5799999999999983,2023-01-26
2024-04-01,3.530000000000001,2023-01-26
2024-05-01,3.4950000000000045,2023-01-26
2024-06-01,3.444999999999993,2023-01-26
