date,cash_rate,scrape_date
2022-06-01,0.6949999999999932,2022-06-24
2022-07-01,1.1800000000000068,2022-06-24
2022-08-01,1.6749999999999972,2022-06-24
2022-09-01,2.0049999999999955,2022-06-24
2022-10-01,2.394999999999996,2022-06-24
2022-11-01,2.8149999999999977,2022-06-24
2022-12-01,3.1099999999999994,2022-06-24
2023-01-01,3.1899999999999977,2022-06-24
2023-02-01,3.480000000000004,2022-06-24
2023-03-01,3.6650000000000063,2022-06-24
2023-04-01,3.7049999999999983,2022-06-24
2023-05-01,3.7349999999999994,2022-06-24
2023-06-01,3.769999999999996,2022-06-24
2023-07-01,3.8100000000000023,2022-06-24
2023-08-01,3.8149999999999977,2022-06-24
2023-09-01,3.8149999999999977,2022-06-24
2023-10-01,3.7950000000000017,2022-06-24
2023-11-01,3.769999999999996,2022-06-24
