date,cash_rate,scrape_date
2023-03-01,3.5049999999999955,2023-03-22
2023-04-01,3.575000000000003,2023-03-22
2023-05-01,3.6099999999999994,2023-03-22
2023-06-01,3.5849999999999937,2023-03-22
2023-07-01,3.4950000000000045,2023-03-22
2023-08-01,3.405000000000001,2023-03-22
2023-09-01,3.4000000000000057,2023-03-22
2023-10-01,3.4099999999999966,2023-03-22
2023-11-01,3.4000000000000057,2023-03-22
2023-12-01,3.3900000000000006,2023-03-22
2024-01-01,3.385000000000005,2023-03-22
2024-02-01,3.3700000000000045,2023-03-22
2024-03-01,3.3499999999999943,2023-03-22
2024-04-01,3.325000000000003,2023-03-22
2024-05-01,3.299999999999997,2023-03-22
2024-06-01,3.280000000000001,2023-03-22
2024-07-01,3.25,2023-03-22
2024-08-01,3.230000000000004,2023-03-22
