date,cash_rate,scrape_date
2023-02-01,3.2549999999999955,2023-02-08
2023-03-01,3.4749999999999943,2023-02-08
2023-04-01,3.6700000000000017,2023-02-08
2023-05-01,3.825000000000003,2023-02-08
2023-06-01,3.894999999999996,2023-02-08
2023-07-01,3.9350000000000023,2023-02-08
2023-08-01,3.9599999999999937,2023-02-08
2023-09-01,3.9650000000000034,2023-02-08
2023-10-01,3.930000000000007,2023-02-08
2023-11-01,3.894999999999996,2023-02-08
2023-12-01,3.8400000000000034,2023-02-08
2024-01-01,3.8299999999999983,2023-02-08
2024-02-01,3.799999999999997,2023-02-08
2024-03-01,3.7450000000000045,2023-02-08
2024-04-01,3.6899999999999977,2023-02-08
2024-05-01,3.6500000000000057,2023-02-08
2024-06-01,3.594999999999999,2023-02-08
2024-07-01,3.5400000000000063,2023-02-08
