date,cash_rate,scrape_date
2022-05-01,0.2849999999999966,2022-05-16
2022-06-01,0.5649999999999977,2022-05-16
2022-07-01,0.9150000000000063,2022-05-16
2022-08-01,1.3149999999999977,2022-05-16
2022-09-01,1.6500000000000057,2022-05-16
2022-10-01,2.0400000000000063,2022-05-16
2022-11-01,2.444999999999993,2022-05-16
2022-12-01,2.6500000000000057,2022-05-16
2023-01-01,2.6899999999999977,2022-05-16
2023-02-01,2.8799999999999955,2022-05-16
2023-03-01,3.030000000000001,2022-05-16
2023-04-01,3.155000000000001,2022-05-16
2023-05-01,3.2549999999999955,2022-05-16
2023-06-01,3.2950000000000017,2022-05-16
2023-07-01,3.319999999999993,2022-05-16
2023-08-01,3.319999999999993,2022-05-16
2023-09-01,3.319999999999993,2022-05-16
2023-10-01,3.3149999999999977,2022-05-16
