date,cash_rate,scrape_date
2023-04-01,3.5649999999999977,2023-04-12
2023-05-01,3.614999999999995,2023-04-12
2023-06-01,3.6400000000000006,2023-04-12
2023-07-01,3.644999999999996,2023-04-12
2023-08-01,3.635000000000005,2023-04-12
2023-09-01,3.6099999999999994,2023-04-12
2023-10-01,3.5649999999999977,2023-04-12
2023-11-01,3.5250000000000057,2023-04-12
2023-12-01,3.4599999999999937,2023-04-12
2024-01-01,3.450000000000003,2023-04-12
2024-02-01,3.4099999999999966,2023-04-12
2024-03-01,3.3599999999999994,2023-04-12
2024-04-01,3.3299999999999983,2023-04-12
2024-05-01,3.2900000000000063,2023-04-12
2024-06-01,3.239999999999995,2023-04-12
2024-07-01,3.1899999999999977,2023-04-12
2024-08-01,3.1599999999999966,2023-04-12
2024-09-01,3.1200000000000045,2023-04-12
