date,cash_rate,scrape_date
2022-11-01,2.7950000000000017,2022-11-02
2022-12-01,2.9950000000000045,2022-11-02
2023-01-01,3.0450000000000017,2022-11-02
2023-02-01,3.2349999999999994,2022-11-02
2023-03-01,3.444999999999993,2022-11-02
2023-04-01,3.644999999999996,2022-11-02
2023-05-01,3.799999999999997,2022-11-02
2023-06-01,3.864999999999995,2022-11-02
2023-07-01,3.950000000000003,2022-11-02
2023-08-01,4,2022-11-02
2023-09-01,4.030000000000001,2022-11-02
2023-10-01,4.034999999999997,2022-11-02
2023-11-01,4.040000000000006,2022-11-02
2023-12-01,4.030000000000001,2022-11-02
2024-01-01,4.030000000000001,2022-11-02
2024-02-01,4.034999999999997,2022-11-02
2024-03-01,4.025000000000006,2022-11-02
2024-04-01,4,2022-11-02
