date,cash_rate,scrape_date
2022-08-01,1.7750000000000057,2022-08-18
2022-09-01,2.1599999999999966,2022-08-18
2022-10-01,2.519999999999996,2022-08-18
2022-11-01,2.894999999999996,2022-08-18
2022-12-01,3.135000000000005,2022-08-18
2023-01-01,3.200000000000003,2022-08-18
2023-02-01,3.3599999999999994,2022-08-18
2023-03-01,3.510000000000005,2022-08-18
2023-04-01,3.5600000000000023,2022-08-18
2023-05-01,3.5600000000000023,2022-08-18
2023-06-01,3.5600000000000023,2022-08-18
2023-07-01,3.5600000000000023,2022-08-18
2023-08-01,3.5600000000000023,2022-08-18
2023-09-01,3.530000000000001,2022-08-18
2023-10-01,3.4849999999999994,2022-08-18
2023-11-01,3.4549999999999983,2022-08-18
2023-12-01,3.405000000000001,2022-08-18
2024-01-01,3.4000000000000057,2022-08-18
