date,cash_rate,scrape_date
2022-05-01,0.28600000000000136,2022-06-01
2022-06-01,0.5849999999999937,2022-06-01
2022-07-01,0.9599999999999937,2022-06-01
2022-08-01,1.3700000000000045,2022-06-01
2022-09-01,1.6800000000000068,2022-06-01
2022-10-01,2.0349999999999966,2022-06-01
2022-11-01,2.4350000000000023,2022-06-01
2022-12-01,2.6650000000000063,2022-06-01
2023-01-01,2.7150000000000034,2022-06-01
2023-02-01,2.944999999999993,2022-06-01
2023-03-01,3.1099999999999994,2022-06-01
2023-04-01,3.280000000000001,2022-06-01
2023-05-01,3.4350000000000023,2022-06-01
2023-06-01,3.4599999999999937,2022-06-01
2023-07-01,3.4650000000000034,2022-06-01
2023-08-01,3.4650000000000034,2022-06-01
2023-09-01,3.4650000000000034,2022-06-01
2023-10-01,3.4599999999999937,2022-06-01
2023-11-01,3.4599999999999937,2022-06-01
