date,cash_rate,scrape_date
2022-10-01,2.5250000000000057,2022-10-21
2022-11-01,2.8349999999999937,2022-10-21
2022-12-01,3.0450000000000017,2022-10-21
2023-01-01,3.094999999999999,2022-10-21
2023-02-01,3.2849999999999966,2022-10-21
2023-03-01,3.530000000000001,2022-10-21
2023-04-01,3.7849999999999966,2022-10-21
2023-05-01,4.019999999999996,2022-10-21
2023-06-01,4.150000000000006,2022-10-21
2023-07-01,4.234999999999999,2022-10-21
2023-08-01,4.299999999999997,2022-10-21
2023-09-01,4.344999999999999,2022-10-21
2023-10-01,4.385000000000005,2022-10-21
2023-11-01,4.390000000000001,2022-10-21
2023-12-01,4.375,2022-10-21
2024-01-01,4.3700000000000045,2022-10-21
2024-02-01,4.364999999999995,2022-10-21
2024-03-01,4.340000000000003,2022-10-21
