date,cash_rate,scrape_date
2022-07-01,1.2249999999999943,2022-07-27
2022-08-01,1.7600000000000051,2022-07-27
2022-09-01,2.1299999999999955,2022-07-27
2022-10-01,2.5450000000000017,2022-07-27
2022-11-01,2.969999999999999,2022-07-27
2022-12-01,3.1850000000000023,2022-07-27
2023-01-01,3.230000000000004,2022-07-27
2023-02-01,3.3799999999999955,2022-07-27
2023-03-01,3.4399999999999977,2022-07-27
2023-04-01,3.444999999999993,2022-07-27
2023-05-01,3.4399999999999977,2022-07-27
2023-06-01,3.4200000000000017,2022-07-27
2023-07-01,3.4000000000000057,2022-07-27
2023-08-01,3.364999999999995,2022-07-27
2023-09-01,3.3299999999999983,2022-07-27
2023-10-01,3.280000000000001,2022-07-27
2023-11-01,3.239999999999995,2022-07-27
2023-12-01,3.180000000000007,2022-07-27
