date,cash_rate,scrape_date
2022-07-01,1.2249999999999943,2022-07-13
2022-08-01,1.7199999999999989,2022-07-13
2022-09-01,2.0349999999999966,2022-07-13
2022-10-01,2.375,2022-07-13
2022-11-01,2.769999999999996,2022-07-13
2022-12-01,2.9950000000000045,2022-07-13
2023-01-01,3.0649999999999977,2022-07-13
2023-02-01,3.2650000000000006,2022-07-13
2023-03-01,3.3900000000000006,2022-07-13
2023-04-01,3.424999999999997,2022-07-13
2023-05-01,3.4350000000000023,2022-07-13
2023-06-01,3.424999999999997,2022-07-13
2023-07-01,3.4099999999999966,2022-07-13
2023-08-01,3.385000000000005,2022-07-13
2023-09-01,3.3599999999999994,2022-07-13
2023-10-01,3.3299999999999983,2022-07-13
2023-11-01,3.3100000000000023,2022-07-13
2023-12-01,3.2750000000000057,2022-07-13
