date,cash_rate,scrape_date
2023-02-01,3.239999999999995,2023-02-02
2023-03-01,3.4099999999999966,2023-02-02
2023-04-01,3.519999999999996,2023-02-02
2023-05-01,3.6299999999999955,2023-02-02
2023-06-01,3.674999999999997,2023-02-02
2023-07-01,3.7150000000000034,2023-02-02
2023-08-01,3.719999999999999,2023-02-02
2023-09-01,3.7099999999999937,2023-02-02
2023-10-01,3.6899999999999977,2023-02-02
2023-11-01,3.6599999999999966,2023-02-02
2023-12-01,3.6200000000000045,2023-02-02
2024-01-01,3.6099999999999994,2023-02-02
2024-02-01,3.5799999999999983,2023-02-02
2024-03-01,3.5349999999999966,2023-02-02
2024-04-01,3.4849999999999994,2023-02-02
2024-05-01,3.444999999999993,2023-02-02
2024-06-01,3.4000000000000057,2023-02-02
2024-07-01,3.3499999999999943,2023-02-02
