date,cash_rate,scrape_date
2022-11-01,2.7950000000000017,2022-11-03
2022-12-01,3.0049999999999955,2022-11-03
2023-01-01,3.049999999999997,2022-11-03
2023-02-01,3.239999999999995,2022-11-03
2023-03-01,3.469999999999999,2022-11-03
2023-04-01,3.6899999999999977,2022-11-03
2023-05-01,3.8599999999999994,2022-11-03
2023-06-01,3.9549999999999983,2022-11-03
2023-07-01,4.049999999999997,2022-11-03
2023-08-01,4.105000000000004,2022-11-03
2023-09-01,4.1299999999999955,2022-11-03
2023-10-01,4.135000000000005,2022-11-03
2023-11-01,4.135000000000005,2022-11-03
2023-12-01,4.1299999999999955,2022-11-03
2024-01-01,4.125,2022-11-03
2024-02-01,4.135000000000005,2022-11-03
2024-03-01,4.125,2022-11-03
2024-04-01,4.094999999999999,2022-11-03
