date,cash_rate,scrape_date
2022-11-01,2.7950000000000017,2022-11-11
2022-12-01,2.9599999999999937,2022-11-11
2023-01-01,3,2022-11-11
2023-02-01,3.1599999999999966,2022-11-11
2023-03-01,3.319999999999993,2022-11-11
2023-04-01,3.4549999999999983,2022-11-11
2023-05-01,3.5900000000000034,2022-11-11
2023-06-01,3.635000000000005,2022-11-11
2023-07-01,3.6899999999999977,2022-11-11
2023-08-01,3.7349999999999994,2022-11-11
2023-09-01,3.7650000000000006,2022-11-11
2023-10-01,3.769999999999996,2022-11-11
2023-11-01,3.769999999999996,2022-11-11
2023-12-01,3.7650000000000006,2022-11-11
2024-01-01,3.7650000000000006,2022-11-11
2024-02-01,3.7549999999999955,2022-11-11
2024-03-01,3.739999999999995,2022-11-11
2024-04-01,3.7249999999999943,2022-11-11
