date,cash_rate,scrape_date
2022-10-01,2.5250000000000057,2022-10-27
2022-11-01,2.8599999999999994,2022-10-27
2022-12-01,3.069999999999993,2022-10-27
2023-01-01,3.114999999999995,2022-10-27
2023-02-01,3.2900000000000063,2022-10-27
2023-03-01,3.510000000000005,2022-10-27
2023-04-01,3.719999999999999,2022-10-27
2023-05-01,3.8900000000000006,2022-10-27
2023-06-01,3.969999999999999,2022-10-27
2023-07-01,4.034999999999997,2022-10-27
2023-08-01,4.040000000000006,2022-10-27
2023-09-01,4.045000000000002,2022-10-27
2023-10-01,4.040000000000006,2022-10-27
2023-11-01,4.040000000000006,2022-10-27
2023-12-01,4.010000000000005,2022-10-27
2024-01-01,4.0049999999999955,2022-10-27
2024-02-01,3.9849999999999994,2022-10-27
2024-03-01,3.950000000000003,2022-10-27
