date,cash_rate,scrape_date
2022-06-01,0.6850000000000023,2022-06-08
2022-07-01,1.144999999999996,2022-06-08
2022-08-01,1.6299999999999955,2022-06-08
2022-09-01,1.9749999999999943,2022-06-08
2022-10-01,2.3799999999999955,2022-06-08
2022-11-01,2.8299999999999983,2022-06-08
2022-12-01,3.0400000000000063,2022-06-08
2023-01-01,3.105000000000004,2022-06-08
2023-02-01,3.3499999999999943,2022-06-08
2023-03-01,3.519999999999996,2022-06-08
2023-04-01,3.674999999999997,2022-06-08
2023-05-01,3.780000000000001,2022-06-08
2023-06-01,3.7900000000000063,2022-06-08
2023-07-01,3.7950000000000017,2022-06-08
2023-08-01,3.7900000000000063,2022-06-08
2023-09-01,3.7900000000000063,2022-06-08
2023-10-01,3.7900000000000063,2022-06-08
2023-11-01,3.760000000000005,2022-06-08
