date,cash_rate,scrape_date
2022-06-01,0.6899999999999977,2022-06-30
2022-07-01,1.1850000000000023,2022-06-30
2022-08-01,1.6850000000000023,2022-06-30
2022-09-01,2.0150000000000006,2022-06-30
2022-10-01,2.394999999999996,2022-06-30
2022-11-01,2.819999999999993,2022-06-30
2022-12-01,3.1299999999999955,2022-06-30
2023-01-01,3.2049999999999983,2022-06-30
2023-02-01,3.430000000000007,2022-06-30
2023-03-01,3.5900000000000034,2022-06-30
2023-04-01,3.6299999999999955,2022-06-30
2023-05-01,3.6599999999999966,2022-06-30
2023-06-01,3.694999999999993,2022-06-30
2023-07-01,3.7349999999999994,2022-06-30
2023-08-01,3.7349999999999994,2022-06-30
2023-09-01,3.7249999999999943,2022-06-30
2023-10-01,3.694999999999993,2022-06-30
2023-11-01,3.6650000000000063,2022-06-30
