date,cash_rate,scrape_date
2022-07-01,1.2249999999999943,2022-07-12
2022-08-01,1.730000000000004,2022-07-12
2022-09-01,2.0450000000000017,2022-07-12
2022-10-01,2.405000000000001,2022-07-12
2022-11-01,2.7849999999999966,2022-07-12
2022-12-01,3.0450000000000017,2022-07-12
2023-01-01,3.114999999999995,2022-07-12
2023-02-01,3.3149999999999977,2022-07-12
2023-03-01,3.4399999999999977,2022-07-12
2023-04-01,3.4749999999999943,2022-07-12
2023-05-01,3.4849999999999994,2022-07-12
2023-06-01,3.4749999999999943,2022-07-12
2023-07-01,3.4599999999999937,2022-07-12
2023-08-01,3.4350000000000023,2022-07-12
2023-09-01,3.4099999999999966,2022-07-12
2023-10-01,3.3799999999999955,2022-07-12
2023-11-01,3.3599999999999994,2022-07-12
2023-12-01,3.325000000000003,2022-07-12
