date,cash_rate,scrape_date
2023-01-01,3.0649999999999977,2023-01-31
2023-02-01,3.239999999999995,2023-01-31
2023-03-01,3.4200000000000017,2023-01-31
2023-04-01,3.5450000000000017,2023-01-31
2023-05-01,3.6500000000000057,2023-01-31
2023-06-01,3.7099999999999937,2023-01-31
2023-07-01,3.739999999999995,2023-01-31
2023-08-01,3.75,2023-01-31
2023-09-01,3.7549999999999955,2023-01-31
2023-10-01,3.7450000000000045,2023-01-31
2023-11-01,3.719999999999999,2023-01-31
2023-12-01,3.674999999999997,2023-01-31
2024-01-01,3.6700000000000017,2023-01-31
2024-02-01,3.6400000000000006,2023-01-31
2024-03-01,3.5999999999999943,2023-01-31
2024-04-01,3.549999999999997,2023-01-31
2024-05-01,3.5150000000000006,2023-01-31
2024-06-01,3.4650000000000034,2023-01-31
