date,cash_rate,scrape_date
2022-07-01,1.2249999999999943,2022-07-20
2022-08-01,1.8449999999999989,2022-07-20
2022-09-01,2.2950000000000017,2022-07-20
2022-10-01,2.7750000000000057,2022-07-20
2022-11-01,3.230000000000004,2022-07-20
2022-12-01,3.444999999999993,2022-07-20
2023-01-01,3.5,2022-07-20
2023-02-01,3.694999999999993,2022-07-20
2023-03-01,3.7549999999999955,2022-07-20
2023-04-01,3.7549999999999955,2022-07-20
2023-05-01,3.7549999999999955,2022-07-20
2023-06-01,3.7349999999999994,2022-07-20
2023-07-01,3.7150000000000034,2022-07-20
2023-08-01,3.6899999999999977,2022-07-20
2023-09-01,3.6700000000000017,2022-07-20
2023-10-01,3.6400000000000006,2022-07-20
2023-11-01,3.614999999999995,2022-07-20
2023-12-01,3.5799999999999983,2022-07-20
