date,cash_rate,scrape_date
2022-10-01,2.5250000000000057,2022-10-13
2022-11-01,2.7650000000000006,2022-10-13
2022-12-01,2.905000000000001,2022-10-13
2023-01-01,2.9399999999999977,2022-10-13
2023-02-01,3.0600000000000023,2022-10-13
2023-03-01,3.25,2022-10-13
2023-04-01,3.4599999999999937,2022-10-13
2023-05-01,3.6099999999999994,2022-10-13
2023-06-01,3.694999999999993,2022-10-13
2023-07-01,3.7650000000000006,2022-10-13
2023-08-01,3.8100000000000023,2022-10-13
2023-09-01,3.844999999999999,2022-10-13
2023-10-01,3.894999999999996,2022-10-13
2023-11-01,3.9000000000000057,2022-10-13
2023-12-01,3.9000000000000057,2022-10-13
2024-01-01,3.9000000000000057,2022-10-13
2024-02-01,3.9150000000000063,2022-10-13
2024-03-01,3.894999999999996,2022-10-13
