date,cash_rate,scrape_date
2022-07-01,1.2249999999999943,2022-07-29
2022-08-01,1.75,2022-07-29
2022-09-01,2.0799999999999983,2022-07-29
2022-10-01,2.4000000000000057,2022-07-29
2022-11-01,2.7549999999999955,2022-07-29
2022-12-01,2.9549999999999983,2022-07-29
2023-01-01,3,2022-07-29
2023-02-01,3.174999999999997,2022-07-29
2023-03-01,3.2349999999999994,2022-07-29
2023-04-01,3.2099999999999937,2022-07-29
2023-05-01,3.1899999999999977,2022-07-29
2023-06-01,3.1700000000000017,2022-07-29
2023-07-01,3.1500000000000057,2022-07-29
2023-08-01,3.114999999999995,2022-07-29
2023-09-01,3.0799999999999983,2022-07-29
2023-10-01,3.019999999999996,2022-07-29
2023-11-01,2.969999999999999,2022-07-29
2023-12-01,2.9099999999999966,2022-07-29
