date,cash_rate,scrape_date
2022-09-01,2.2049999999999983,2022-09-29
2022-10-01,2.680000000000007,2022-09-29
2022-11-01,3.094999999999999,2022-09-29
2022-12-01,3.325000000000003,2022-09-29
2023-01-01,3.3900000000000006,2022-09-29
2023-02-01,3.549999999999997,2022-09-29
2023-03-01,3.769999999999996,2022-09-29
2023-04-01,3.969999999999999,2022-09-29
2023-05-01,4.1299999999999955,2022-09-29
2023-06-01,4.140000000000001,2022-09-29
2023-07-01,4.140000000000001,2022-09-29
2023-08-01,4.140000000000001,2022-09-29
2023-09-01,4.135000000000005,2022-09-29
2023-10-01,4.114999999999995,2022-09-29
2023-11-01,4.094999999999999,2022-09-29
2023-12-01,4.069999999999993,2022-09-29
2024-01-01,4.064999999999998,2022-09-29
2024-02-01,4.055000000000007,2022-09-29
