date,cash_rate,scrape_date
2022-09-01,2.2049999999999983,2022-09-23
2022-10-01,2.6850000000000023,2022-09-23
2022-11-01,3.0999999999999943,2022-09-23
2022-12-01,3.3400000000000034,2022-09-23
2023-01-01,3.4000000000000057,2022-09-23
2023-02-01,3.555000000000007,2022-09-23
2023-03-01,3.7900000000000063,2022-09-23
2023-04-01,4,2022-09-23
2023-05-01,4.114999999999995,2022-09-23
2023-06-01,4.140000000000001,2022-09-23
2023-07-01,4.155000000000001,2022-09-23
2023-08-01,4.155000000000001,2022-09-23
2023-09-01,4.155000000000001,2022-09-23
2023-10-01,4.140000000000001,2022-09-23
2023-11-01,4.1200000000000045,2022-09-23
2023-12-01,4.075000000000003,2022-09-23
2024-01-01,4.064999999999998,2022-09-23
2024-02-01,4.045000000000002,2022-09-23
