date,cash_rate,scrape_date
2022-11-01,2.799999999999997,2022-11-23
2022-12-01,2.989999999999995,2022-11-23
2023-01-01,3.0349999999999966,2022-11-23
2023-02-01,3.200000000000003,2022-11-23
2023-03-01,3.3700000000000045,2022-11-23
2023-04-01,3.510000000000005,2022-11-23
2023-05-01,3.625,2022-11-23
2023-06-01,3.7049999999999983,2022-11-23
2023-07-01,3.780000000000001,2022-11-23
2023-08-01,3.8400000000000034,2022-11-23
2023-09-01,3.885000000000005,2022-11-23
2023-10-01,3.9099999999999966,2022-11-23
2023-11-01,3.9150000000000063,2022-11-23
2023-12-01,3.9099999999999966,2022-11-23
2024-01-01,3.905000000000001,2022-11-23
2024-02-01,3.8900000000000006,2022-11-23
2024-03-01,3.855000000000004,2022-11-23
2024-04-01,3.819999999999993,2022-11-23
