date,cash_rate,scrape_date
2023-02-01,3.2549999999999955,2023-02-09
2023-03-01,3.4849999999999994,2023-02-09
2023-04-01,3.694999999999993,2023-02-09
2023-05-01,3.8700000000000045,2023-02-09
2023-06-01,3.950000000000003,2023-02-09
2023-07-01,4.0049999999999955,2023-02-09
2023-08-01,4.030000000000001,2023-02-09
2023-09-01,4.015000000000001,2023-02-09
2023-10-01,3.989999999999995,2023-02-09
2023-11-01,3.9599999999999937,2023-02-09
2023-12-01,3.9150000000000063,2023-02-09
2024-01-01,3.905000000000001,2023-02-09
2024-02-01,3.8700000000000045,2023-02-09
2024-03-01,3.819999999999993,2023-02-09
2024-04-01,3.7650000000000006,2023-02-09
2024-05-01,3.719999999999999,2023-02-09
2024-06-01,3.6700000000000017,2023-02-09
2024-07-01,3.614999999999995,2023-02-09
