date,cash_rate,scrape_date
2023-04-01,3.5649999999999977,2023-04-06
2023-05-01,3.6099999999999994,2023-04-06
2023-06-01,3.614999999999995,2023-04-06
2023-07-01,3.5999999999999943,2023-04-06
2023-08-01,3.555000000000007,2023-04-06
2023-09-01,3.5250000000000057,2023-04-06
2023-10-01,3.4599999999999937,2023-04-06
2023-11-01,3.4099999999999966,2023-04-06
2023-12-01,3.3499999999999943,2023-04-06
2024-01-01,3.3349999999999937,2023-04-06
2024-02-01,3.2900000000000063,2023-04-06
2024-03-01,3.2349999999999994,2023-04-06
2024-04-01,3.2099999999999937,2023-04-06
2024-05-01,3.1700000000000017,2023-04-06
2024-06-01,3.125,2023-04-06
2024-07-01,3.0799999999999983,2023-04-06
2024-08-01,3.049999999999997,2023-04-06
2024-09-01,3.010000000000005,2023-04-06
