date,cash_rate,scrape_date
2022-06-01,0.6949999999999932,2022-06-13
2022-07-01,1.2099999999999937,2022-06-13
2022-08-01,1.6949999999999932,2022-06-13
2022-09-01,2.0450000000000017,2022-06-13
2022-10-01,2.4350000000000023,2022-06-13
2022-11-01,2.855000000000004,2022-06-13
2022-12-01,3.0900000000000034,2022-06-13
2023-01-01,3.144999999999996,2022-06-13
2023-02-01,3.375,2022-06-13
2023-03-01,3.5250000000000057,2022-06-13
2023-04-01,3.655000000000001,2022-06-13
2023-05-01,3.7450000000000045,2022-06-13
2023-06-01,3.7549999999999955,2022-06-13
2023-07-01,3.7549999999999955,2022-06-13
2023-08-01,3.75,2022-06-13
2023-09-01,3.75,2022-06-13
2023-10-01,3.75,2022-06-13
2023-11-01,3.7099999999999937,2022-06-13
