date,cash_rate,scrape_date
2023-01-01,3.0600000000000023,2023-01-06
2023-02-01,3.2150000000000034,2023-01-06
2023-03-01,3.375,2023-01-06
2023-04-01,3.510000000000005,2023-01-06
2023-05-01,3.6299999999999955,2023-01-06
2023-06-01,3.7249999999999943,2023-01-06
2023-07-01,3.8400000000000034,2023-01-06
2023-08-01,3.9200000000000017,2023-01-06
2023-09-01,3.969999999999999,2023-01-06
2023-10-01,3.980000000000004,2023-01-06
2023-11-01,3.980000000000004,2023-01-06
2023-12-01,3.9650000000000034,2023-01-06
2024-01-01,3.9599999999999937,2023-01-06
2024-02-01,3.9399999999999977,2023-01-06
2024-03-01,3.9099999999999966,2023-01-06
2024-04-01,3.875,2023-01-06
2024-05-01,3.855000000000004,2023-01-06
2024-06-01,3.819999999999993,2023-01-06
