date,cash_rate,scrape_date
2022-12-01,3.010000000000005,2022-12-29
2023-01-01,3.049999999999997,2022-12-29
2023-02-01,3.1899999999999977,2022-12-29
2023-03-01,3.3599999999999994,2022-12-29
2023-04-01,3.489999999999995,2022-12-29
2023-05-01,3.6099999999999994,2022-12-29
2023-06-01,3.7150000000000034,2022-12-29
2023-07-01,3.8349999999999937,2022-12-29
2023-08-01,3.9200000000000017,2022-12-29
2023-09-01,3.9650000000000034,2022-12-29
2023-10-01,3.969999999999999,2022-12-29
2023-11-01,3.969999999999999,2022-12-29
2023-12-01,4,2022-12-29
2024-01-01,3.9950000000000045,2022-12-29
2024-02-01,4.0049999999999955,2022-12-29
2024-03-01,3.9849999999999994,2022-12-29
2024-04-01,3.9599999999999937,2022-12-29
2024-05-01,3.9399999999999977,2022-12-29
