date,cash_rate,scrape_date
2022-07-01,1.2249999999999943,2022-07-28
2022-08-01,1.7650000000000006,2022-07-28
2022-09-01,2.114999999999995,2022-07-28
2022-10-01,2.5,2022-07-28
2022-11-01,2.905000000000001,2022-07-28
2022-12-01,3.1099999999999994,2022-07-28
2023-01-01,3.155000000000001,2022-07-28
2023-02-01,3.305000000000007,2022-07-28
2023-03-01,3.364999999999995,2022-07-28
2023-04-01,3.3700000000000045,2022-07-28
2023-05-01,3.3599999999999994,2022-07-28
2023-06-01,3.3400000000000034,2022-07-28
2023-07-01,3.319999999999993,2022-07-28
2023-08-01,3.2849999999999966,2022-07-28
2023-09-01,3.25,2022-07-28
2023-10-01,3.200000000000003,2022-07-28
2023-11-01,3.1599999999999966,2022-07-28
2023-12-01,3.0999999999999943,2022-07-28
