date,cash_rate,scrape_date
2023-02-01,3.25,2023-02-06
2023-03-01,3.424999999999997,2023-02-06
2023-04-01,3.5349999999999966,2023-02-06
2023-05-01,3.6200000000000045,2023-02-06
2023-06-01,3.6700000000000017,2023-02-06
2023-07-01,3.7150000000000034,2023-02-06
2023-08-01,3.719999999999999,2023-02-06
2023-09-01,3.7049999999999983,2023-02-06
2023-10-01,3.680000000000007,2023-02-06
2023-11-01,3.655000000000001,2023-02-06
2023-12-01,3.625,2023-02-06
2024-01-01,3.614999999999995,2023-02-06
2024-02-01,3.5849999999999937,2023-02-06
2024-03-01,3.5349999999999966,2023-02-06
2024-04-01,3.480000000000004,2023-02-06
2024-05-01,3.4399999999999977,2023-02-06
2024-06-01,3.3900000000000006,2023-02-06
2024-07-01,3.3400000000000034,2023-02-06
