date,cash_rate,scrape_date
2022-05-01,0.2849999999999966,2022-05-27
2022-06-01,0.5849999999999937,2022-05-27
2022-07-01,0.9449999999999932,2022-05-27
2022-08-01,1.3499999999999943,2022-05-27
2022-09-01,1.6350000000000051,2022-05-27
2022-10-01,1.9749999999999943,2022-05-27
2022-11-01,2.3349999999999937,2022-05-27
2022-12-01,2.530000000000001,2022-05-27
2023-01-01,2.5799999999999983,2022-05-27
2023-02-01,2.7900000000000063,2022-05-27
2023-03-01,2.944999999999993,2022-05-27
2023-04-01,3.0649999999999977,2022-05-27
2023-05-01,3.180000000000007,2022-05-27
2023-06-01,3.2049999999999983,2022-05-27
2023-07-01,3.2099999999999937,2022-05-27
2023-08-01,3.2099999999999937,2022-05-27
2023-09-01,3.2099999999999937,2022-05-27
2023-10-01,3.2049999999999983,2022-05-27
