date,cash_rate,scrape_date
2022-09-01,2.2049999999999983,2022-09-06
2022-10-01,2.6099999999999994,2022-09-06
2022-11-01,2.9749999999999943,2022-09-06
2022-12-01,3.2049999999999983,2022-09-06
2023-01-01,3.2549999999999955,2022-09-06
2023-02-01,3.430000000000007,2022-09-06
2023-03-01,3.569999999999993,2022-09-06
2023-04-01,3.6599999999999966,2022-09-06
2023-05-01,3.719999999999999,2022-09-06
2023-06-01,3.75,2022-09-06
2023-07-01,3.7750000000000057,2022-09-06
2023-08-01,3.7750000000000057,2022-09-06
2023-09-01,3.75,2022-09-06
2023-10-01,3.719999999999999,2022-09-06
2023-11-01,3.694999999999993,2022-09-06
2023-12-01,3.655000000000001,2022-09-06
2024-01-01,3.6500000000000057,2022-09-06
2024-02-01,3.6299999999999955,2022-09-06
