date,cash_rate,scrape_date
2022-06-01,0.7000000000000028,2022-06-15
2022-07-01,1.3250000000000028,2022-06-15
2022-08-01,1.9599999999999937,2022-06-15
2022-09-01,2.405000000000001,2022-06-15
2022-10-01,2.9200000000000017,2022-06-15
2022-11-01,3.4650000000000034,2022-06-15
2022-12-01,3.8299999999999983,2022-06-15
2023-01-01,3.894999999999996,2022-06-15
2023-02-01,4.174999999999997,2022-06-15
2023-03-01,4.325000000000003,2022-06-15
2023-04-01,4.385000000000005,2022-06-15
2023-05-01,4.424999999999997,2022-06-15
2023-06-01,4.430000000000007,2022-06-15
2023-07-01,4.430000000000007,2022-06-15
2023-08-01,4.424999999999997,2022-06-15
2023-09-01,4.424999999999997,2022-06-15
2023-10-01,4.409999999999997,2022-06-15
2023-11-01,4.3700000000000045,2022-06-15
