date,cash_rate,scrape_date
2022-10-01,2.5250000000000057,2022-10-28
2022-11-01,2.844999999999999,2022-10-28
2022-12-01,3.049999999999997,2022-10-28
2023-01-01,3.094999999999999,2022-10-28
2023-02-01,3.2650000000000006,2022-10-28
2023-03-01,3.4650000000000034,2022-10-28
2023-04-01,3.6650000000000063,2022-10-28
2023-05-01,3.819999999999993,2022-10-28
2023-06-01,3.894999999999996,2022-10-28
2023-07-01,3.9399999999999977,2022-10-28
2023-08-01,3.944999999999993,2022-10-28
2023-09-01,3.944999999999993,2022-10-28
2023-10-01,3.944999999999993,2022-10-28
2023-11-01,3.9350000000000023,2022-10-28
2023-12-01,3.9150000000000063,2022-10-28
2024-01-01,3.9099999999999966,2022-10-28
2024-02-01,3.905000000000001,2022-10-28
2024-03-01,3.8700000000000045,2022-10-28
