date,cash_rate,scrape_date
2022-08-01,1.7750000000000057,2022-08-30
2022-09-01,2.174999999999997,2022-08-30
2022-10-01,2.5900000000000034,2022-08-30
2022-11-01,2.989999999999995,2022-08-30
2022-12-01,3.2249999999999943,2022-08-30
2023-01-01,3.2849999999999966,2022-08-30
2023-02-01,3.4749999999999943,2022-08-30
2023-03-01,3.6299999999999955,2022-08-30
2023-04-01,3.730000000000004,2022-08-30
2023-05-01,3.799999999999997,2022-08-30
2023-06-01,3.8499999999999943,2022-08-30
2023-07-01,3.905000000000001,2022-08-30
2023-08-01,3.9099999999999966,2022-08-30
2023-09-01,3.875,2022-08-30
2023-10-01,3.8349999999999937,2022-08-30
2023-11-01,3.805000000000007,2022-08-30
2023-12-01,3.760000000000005,2022-08-30
2024-01-01,3.75,2022-08-30
