date,cash_rate,scrape_date
2023-02-01,3.2549999999999955,2023-02-28
2023-03-01,3.5049999999999955,2023-02-28
2023-04-01,3.730000000000004,2023-02-28
2023-05-01,3.9350000000000023,2023-02-28
2023-06-01,4.045000000000002,2023-02-28
2023-07-01,4.144999999999996,2023-02-28
2023-08-01,4.239999999999995,2023-02-28
2023-09-01,4.265000000000001,2023-02-28
2023-10-01,4.275000000000006,2023-02-28
2023-11-01,4.275000000000006,2023-02-28
2023-12-01,4.2549999999999955,2023-02-28
2024-01-01,4.25,2023-02-28
2024-02-01,4.219999999999999,2023-02-28
2024-03-01,4.189999999999998,2023-02-28
2024-04-01,4.140000000000001,2023-02-28
2024-05-01,4.094999999999999,2023-02-28
2024-06-01,4.034999999999997,2023-02-28
2024-07-01,3.969999999999999,2023-02-28
