date,cash_rate,scrape_date
2023-01-01,3.0649999999999977,2023-01-25
2023-02-01,3.239999999999995,2023-01-25
2023-03-01,3.430000000000007,2023-01-25
2023-04-01,3.5349999999999966,2023-01-25
2023-05-01,3.625,2023-01-25
2023-06-01,3.680000000000007,2023-01-25
2023-07-01,3.7249999999999943,2023-01-25
2023-08-01,3.739999999999995,2023-01-25
2023-09-01,3.739999999999995,2023-01-25
2023-10-01,3.739999999999995,2023-01-25
2023-11-01,3.719999999999999,2023-01-25
2023-12-01,3.674999999999997,2023-01-25
2024-01-01,3.6650000000000063,2023-01-25
2024-02-01,3.635000000000005,2023-01-25
2024-03-01,3.5900000000000034,2023-01-25
2024-04-01,3.5400000000000063,2023-01-25
2024-05-01,3.5049999999999955,2023-01-25
2024-06-01,3.4549999999999983,2023-01-25
