date,cash_rate,scrape_date
2022-06-01,0.6949999999999932,2022-06-22
2022-07-01,1.2000000000000028,2022-06-22
2022-08-01,1.730000000000004,2022-06-22
2022-09-01,2.0900000000000034,2022-06-22
2022-10-01,2.519999999999996,2022-06-22
2022-11-01,2.9950000000000045,2022-06-22
2022-12-01,3.325000000000003,2022-06-22
2023-01-01,3.405000000000001,2022-06-22
2023-02-01,3.7150000000000034,2022-06-22
2023-03-01,3.9000000000000057,2022-06-22
2023-04-01,3.9399999999999977,2022-06-22
2023-05-01,3.969999999999999,2022-06-22
2023-06-01,4.0049999999999955,2022-06-22
2023-07-01,4.045000000000002,2022-06-22
2023-08-01,4.049999999999997,2022-06-22
2023-09-01,4.049999999999997,2022-06-22
2023-10-01,4.030000000000001,2022-06-22
2023-11-01,4.0049999999999955,2022-06-22
