date,cash_rate,scrape_date
2022-07-01,1.2249999999999943,2022-07-22
2022-08-01,1.8199999999999932,2022-07-22
2022-09-01,2.2650000000000006,2022-07-22
2022-10-01,2.694999999999993,2022-07-22
2022-11-01,3.1650000000000063,2022-07-22
2022-12-01,3.364999999999995,2022-07-22
2023-01-01,3.4150000000000063,2022-07-22
2023-02-01,3.605000000000004,2022-07-22
2023-03-01,3.6700000000000017,2022-07-22
2023-04-01,3.674999999999997,2022-07-22
2023-05-01,3.674999999999997,2022-07-22
2023-06-01,3.655000000000001,2022-07-22
2023-07-01,3.635000000000005,2022-07-22
2023-08-01,3.6099999999999994,2022-07-22
2023-09-01,3.5849999999999937,2022-07-22
2023-10-01,3.5400000000000063,2022-07-22
2023-11-01,3.5049999999999955,2022-07-22
2023-12-01,3.4549999999999983,2022-07-22
