date,cash_rate,scrape_date
2022-11-01,2.799999999999997,2022-11-28
2022-12-01,2.9849999999999994,2022-11-28
2023-01-01,3.0250000000000057,2022-11-28
2023-02-01,3.1700000000000017,2022-11-28
2023-03-01,3.3349999999999937,2022-11-28
2023-04-01,3.4350000000000023,2022-11-28
2023-05-01,3.549999999999997,2022-11-28
2023-06-01,3.6299999999999955,2022-11-28
2023-07-01,3.7049999999999983,2022-11-28
2023-08-01,3.7549999999999955,2022-11-28
2023-09-01,3.7849999999999966,2022-11-28
2023-10-01,3.8100000000000023,2022-11-28
2023-11-01,3.8100000000000023,2022-11-28
2023-12-01,3.7950000000000017,2022-11-28
2024-01-01,3.7900000000000063,2022-11-28
2024-02-01,3.7750000000000057,2022-11-28
2024-03-01,3.7450000000000045,2022-11-28
2024-04-01,3.7099999999999937,2022-11-28
