date,cash_rate,scrape_date
2022-11-01,2.799999999999997,2022-11-21
2022-12-01,2.9849999999999994,2022-11-21
2023-01-01,3.019999999999996,2022-11-21
2023-02-01,3.194999999999993,2022-11-21
2023-03-01,3.344999999999999,2022-11-21
2023-04-01,3.4599999999999937,2022-11-21
2023-05-01,3.575000000000003,2022-11-21
2023-06-01,3.6299999999999955,2022-11-21
2023-07-01,3.694999999999993,2022-11-21
2023-08-01,3.75,2022-11-21
2023-09-01,3.7900000000000063,2022-11-21
2023-10-01,3.805000000000007,2022-11-21
2023-11-01,3.8100000000000023,2022-11-21
2023-12-01,3.7950000000000017,2022-11-21
2024-01-01,3.7900000000000063,2022-11-21
2024-02-01,3.7849999999999966,2022-11-21
2024-03-01,3.7650000000000006,2022-11-21
2024-04-01,3.730000000000004,2022-11-21
