date,cash_rate,scrape_date
2023-04-01,3.5649999999999977,2023-04-21
2023-05-01,3.644999999999996,2023-04-21
2023-06-01,3.694999999999993,2023-04-21
2023-07-01,3.739999999999995,2023-04-21
2023-08-01,3.7849999999999966,2023-04-21
2023-09-01,3.7849999999999966,2023-04-21
2023-10-01,3.760000000000005,2023-04-21
2023-11-01,3.739999999999995,2023-04-21
2023-12-01,3.694999999999993,2023-04-21
2024-01-01,3.6850000000000023,2023-04-21
2024-02-01,3.6599999999999966,2023-04-21
2024-03-01,3.6200000000000045,2023-04-21
2024-04-01,3.569999999999993,2023-04-21
2024-05-01,3.530000000000001,2023-04-21
2024-06-01,3.489999999999995,2023-04-21
2024-07-01,3.4549999999999983,2023-04-21
2024-08-01,3.430000000000007,2023-04-21
2024-09-01,3.394999999999996,2023-04-21
